the_geom,OBJECTID,Status,Score,MATCH_TYPE,Match_addr,Side,User_fld,Addr_type,Full Address,B1_PER_ID1,B1_PER_ID2,B1_PER_ID3,B1_PER_GROUP,SUBDIVISIONNAME,PERMITNUM,PERMITTYPE,B1_APPL_STATUS,B1_HSE_NBR_START,B1_HSE_FRAC_NBR_START,B1_STR_DIR,B1_STR_NAME,B1_STR_SUFFIX,B1_STR_SUFFIX_DIR,B1_UNIT_TYPE,B1_WORK_DESC,ADDRESS,SEQ,LINK,WEB,StPreDir,Country,X,StPreType,State,SubAddressType,StateAbbr,StType,Xmax,Distance,StDir,DisplayY,City,AddNum,StName,ZIP,LangCode,Ymax,B1_UNIT_START,DisplayX,ZIP4,StAddr,Y,Xmin,SubAddressUnit,Ymin,County
POINT (-105.1145051054 40.55789286023),"1,306",M,100,A,"2001 SHEFFIELD CT, 80526",,304380000,SubAddress,,23RAL,0,637,Building,,B2303834,Residential General Alteration,Ready to Issue,"2,001",,,SHEFFIELD,CT,,,Construction of a 10 ft. wall to separate existing bathroom from existing office space. Homeowner affidavit on file. Job contact: Paige Park 214-926-3321,2001   SHEFFIELD CT,222,&capID1=23RAL&capID2=00000&capID3=00637,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00637&agencyCode=FTCOLLINS,,USA,"3,107,082.55",,,,,CT,0,0,,0,,2001,SHEFFIELD,80526,,0,,0,,2001 SHEFFIELD CT,"1,446,356.79",0,,0,
POINT (-105.106247942596 40.586662899112),"1,115",M,100,A,"100 S BRYAN AVE, 80521",,181430000,SubAddress,,22RAL,0,898,Building,,B2205407,Commercial General Alteration,Issued Full,100,,S,BRYAN,AVE,,,"Renovation of existing single room multifamily unit.  Scope includes select demolition, new interior finishes and plumbing and electrical fixtures (like for like). In association with SP02412. Job contact: Scott Peters 970-837-1616.",100  S BRYAN AVE,41,&capID1=22RAL&capID2=00000&capID3=00898,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00898&agencyCode=FTCOLLINS,S,USA,"3,109,473.65",,,,,AVE,0,0,,0,,100,BRYAN,80521,,0,8,0,,100 S BRYAN AVE,"1,456,864.23",0,,0,
,"1,416",U,0,A,,,,,,17CAP,0,000I7,Building,DRH - 3250,SP02086,Stock Plan,Approved,,,,,,,,"DRH - 3250
BMISC140706",,,&capID1=17CAP&capID2=00000&capID3=000I7,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000I7&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.028841987371 40.50734009825),710,M,100,A,"5717 HEARTHSTONE CIR, 80528",,474520000,SubAddress,,23RAL,0,247,Building,,B2301252,Residential General Alteration,Issued Full,"5,717",,,HEARTHSTONE,CIR,,,Replace (5) windows at .28 U-factor.,5717   HEARTHSTONE CIR,,&capID1=23RAL&capID2=00000&capID3=00247,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00247&agencyCode=FTCOLLINS,,USA,"3,131,016.85",,,,,CIR,0,0,,0,,5717,HEARTHSTONE,80528,,0,,0,,5717 HEARTHSTONE CIR,"1,428,010.24",0,,0,
POINT (-105.106604301883 40.528389763128),"1,870",M,100,A,"4227 ROLLING GATE RD, 80526",,409400000,SubAddress,,23RAL,0,159,Building,,B2300872,Residential General Alteration,Issued Full,"4,227",,,ROLLING GATE,RD,,,Install one basement egress window per IRC code and engineering. job contact: Brian Stephenson 970-227-0789,4227   ROLLING GATE RD,,&capID1=23RAL&capID2=00000&capID3=00159,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00159&agencyCode=FTCOLLINS,,USA,"3,109,359.77",,,,,RD,0,0,,0,,4227,ROLLING GATE,80526,,0,,0,,4227 ROLLING GATE RD,"1,435,573.29",0,,0,
POINT (-105.042777914075 40.50410335705),"1,151",M,100,A,"1951 KNOBBY PINE DR, 80528",,700411120,SubAddress,,22COM,0,75,Building,HANSEN FARM,B2201318,Residential New Single Family Detached,Issued Full,"1,951",,,KNOBBY PINE,DR,,,"New single family residence 2 story, 2718 sq. ft. on 1026 sq. ft. unfinished basement and 538 sq. ft. attached garage. Stock Plan (SP02330) with no options . Energy=Prescriptive .FCLVD Water. 150 A. Job contact: Peter Carter 303-968-8660",1951   KNOBBY PINE DR,,&capID1=22COM&capID2=00000&capID3=00075,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00075&agencyCode=FTCOLLINS,,USA,"3,127,147.83",,,,,DR,0,0,,0,,1951,KNOBBY PINE,80528,,0,,0,,1951 KNOBBY PINE DR,"1,426,810.80",0,,0,
POINT (-105.056339455106 40.539922304718),"2,010",M,100,A,"1125 MANSFIELD DR, 80525",,81500000,SubAddress,,23RAL,0,560,Building,,B2303297,Residential General Alteration,Issued Full,"1,125",,,MANSFIELD,DR,,,"Residential second floor hallway bathroom remodel of 69 sq ft to include removal of tub, toilet, & vanity. Additional work of drywall patching, interior carpentry, interior painting, and installation of interior finishes. HVAC vent will be re-routed. Plumbing work for replacement tub, toilet, and vanity. Job Contact: Steve Martin (970) 541-1101",1125   MANSFIELD DR,,&capID1=23RAL&capID2=00000&capID3=00560,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00560&agencyCode=FTCOLLINS,,USA,"3,123,311.36",,,,,DR,0,0,,0,,1125,MANSFIELD,80525,,0,,0,,1125 MANSFIELD DR,"1,439,840.59",0,,0,
POINT (-105.081089462197 40.582517309328),"1,961",M,100,A,"415 S HOWES ST, 80521",,202220001,SubAddress,,23RAL,0,59,Building,,B2300426,Residential General Alteration,Issued Full,415,,S,HOWES,ST,,,"Remove and replace four windows and two exterior sliding glass patio doors. Same size. The two fixed windows will be 0.28 U-factor. The two operable windows will be 0.29 U-factor and the two sliding patio doors will be 0.28 U-factor, all in accordance with 2021 IECC Section C402.4 Fenestration. Job Contact: Matt Roessner 970-889-1396",415  S HOWES ST,,&capID1=23RAL&capID2=00000&capID3=00059,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00059&agencyCode=FTCOLLINS,S,USA,"3,116,359.23",,,,,ST,0,0,,0,,415,HOWES,80521,,0,N 703,0,,415 S HOWES ST,"1,455,324.80",0,,0,
POINT (-105.058714578086 40.599499527953),227,M,100,A,"1021 BIRDWHISTLE LN, 80524",,700421594,SubAddress,,22COM,0,401,Building,NORTHFIELD,B2205704,Residential New Single Family Attached,Issued Full,"1,021",,,BIRDWHISTLE,LN,,,"New 1,935 sq. ft., 3 story, single family attached residence with 532 sq. ft. attached garage on crawl space foundation. Stock plan SP02392 (8-Plex Townhome - Avery) with options  2 (fireplace) 3 (air conditioner)  and 5 (exterior option 2). Energy Compliance: SPA. City Water. 200 Amp. Job contact: Zach Marsh 303-548-8173",1021   BIRDWHISTLE LN,53,&capID1=22COM&capID2=00000&capID3=00401,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00401&agencyCode=FTCOLLINS,,USA,"3,122,535.90",,,,,LN,0,0,,0,,1021,BIRDWHISTLE,80524,,0,1,0,,1021 BIRDWHISTLE LN,"1,461,557.99",0,,0,
POINT (-105.045393268062 40.506653057196),"1,925",M,100,A,"1744 KNOBBY PINE DR, 80528",,700411240,SubAddress,,23COM,0,25,Building,HANSEN FARM,B2300326,Residential New Single Family Attached,Issued Full,"1,744",,,KNOBBY PINE,DR,,,New 1684 sq ft single family 2 story residence (paired townhomes) on crawlspace foundation with 486 sq. ft. attached garage. Stock Plan (SP02407) with option1 (optional crawlspace).  Energy=UA. FCLWD Water. 200 A. Job contact: Peter Carter 303-968-8660,1744   KNOBBY PINE DR,172,&capID1=23COM&capID2=00000&capID3=00025,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00025&agencyCode=FTCOLLINS,,USA,"3,126,400.28",,,,,DR,0,0,,0,,1744,KNOBBY PINE,80528,,0,A,0,,1744 KNOBBY PINE DR,"1,427,759.05",0,,0,
POINT (-105.070829577853 40.552868784442),"1,299",M,100,A,"424 E DRAKE RD, 80525",,327110000,SubAddress,,23RAL,0,304,Building,,B2301618,Residential General Alteration,Issued Full,424,,E,DRAKE,RD,,,Install 2 egress windows per IRC code and engineered plans. Job Contact - Brian Stephenson - 970-218-3390,424  E DRAKE RD,210,&capID1=23RAL&capID2=00000&capID3=00304,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00304&agencyCode=FTCOLLINS,E,USA,"3,119,228.76",,,,,RD,0,0,,0,,424,DRAKE,80525,,0,,0,,424 E DRAKE RD,"1,444,535.28",0,,0,
POINT (-105.044942107896 40.506628106238),"1,875",M,100,A,"1758 KNOBBY PINE DR, 80528",,700457569,SubAddress,,23COM,0,39,Building,HANSEN FARM FIRST REPLAT,B2300793,Residential New Single Family Attached,Issued Full,"1,758",,,KNOBBY PINE,DR,,,New 1684 sq ft single family 2 story residence (paired townhomes) on crawlspace foundation with 486 sq. ft. attached garage. Stock Plan (SP02407) with option1 (optional crawlspace).  Energy=UA. FCLWD Water. 200 A. Job contact: Peter Carter 303-968-8660,1758   KNOBBY PINE DR,153,&capID1=23COM&capID2=00000&capID3=00039,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00039&agencyCode=FTCOLLINS,,USA,"3,126,514.94",,,,,DR,0,0,,0,,1758,KNOBBY PINE,80528,,0,B,0,,1758 KNOBBY PINE DR,"1,427,699.21",0,,0,
,"2,024",U,0,A,,,,,,17CAP,0,000J4,Building,Avon A/B 35-1980,SP02119,Stock Plan,Approved,,,,,,,,"Avon A/B 35-1980
BMISC150642",,,&capID1=17CAP&capID2=00000&capID3=000J4,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000J4&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.04408172508 40.502662610796),191,M,100,A,"6044 WINDY WILLOW DR, 80528",,700413243,SubAddress,,22COM,0,364,Building,RENNAT,B2204936,Residential New Single Family Detached,Routed for Review,"6,044",,,WINDY WILLOW,DR,,,"New single family residence 2 story, 1875 sq. ft on crawlspace foundation and 441 sq. ft attached garage. Stock plan SP02385 with 9(double vanity in bath 2 ) 10(fireplace )  11 ( A/C) 16 (stone) .SPA . FCLWD. 200 A .Job contact: Zach Marsh 303-548-8173.",6044   WINDY WILLOW DR,,&capID1=22COM&capID2=00000&capID3=00364,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22COM&capID2=00000&capID3=00364&agencyCode=FTCOLLINS,,USA,"3,126,787.96",,,,,DR,0,0,,0,,6044,WINDY WILLOW,80528,,0,,0,,6044 WINDY WILLOW DR,"1,426,284.07",0,,0,
,455,U,0,A,,,,,,22CAP,0,000P3,Building,Sierra,SP02419,Stock Plan,Approved,,,,,,,,2021 code update,,,&capID1=22CAP&capID2=00000&capID3=000P3,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=000P3&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.024030788607 40.507290128386),185,M,100,A,"2909 HEARTHSTONE DR, 80528",,474510000,SubAddress,,22RAL,0,1394,Building,,B2208315,Residential General Alteration,Issued Full,"2,909",,,HEARTHSTONE,DR,,,Installation of a 15.17 kw DC system.,2909   HEARTHSTONE DR,,&capID1=22RAL&capID2=00000&capID3=01394,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01394&agencyCode=FTCOLLINS,,USA,"3,132,354.77",,,,,DR,0,0,,0,,2909,HEARTHSTONE,80528,,0,,0,,2909 HEARTHSTONE DR,"1,427,999.18",0,,0,
POINT (-105.066157235133 40.598310762044),"1,900",M,100,A,"703 MANGOLD LN, 80524",,700421562,SubAddress,,23RAL,0,46,Building,,B2300351,Commercial General Alteration,Issued Full,703,,,MANGOLD,LN,,,Install 12.09 roof-mounted solar array consisting of 26 modules and 26 microinverters at Northfield Commons (permitted under B2110022).,703   MANGOLD LN,87,&capID1=23RAL&capID2=00000&capID3=00046,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00046&agencyCode=FTCOLLINS,,USA,"3,120,602.32",,,,,LN,0,0,,0,,703,MANGOLD,80524,,0,5,0,,703 MANGOLD LN,"1,461,150.07",0,,0,
POINT (-105.096738760635 40.588108120711),"1,083",M,100,A,"119 N SHIELDS ST, 80521",,181780000,SubAddress,,21RES,0,34,Building,,B2102847,Residential Addition,Re-Issued Full,119,,N,SHIELDS,ST,,,"07.06.2022 Will be upgrading service from 125A to 150A. L&P approved. Residential addition of 1.5 story, 2,644 sq. ft. additions include main level, basement, and partial finished attic space. Space will be heated using existing furnace, no new HVAC to be installed. Work includes 130 sq. ft. covered patio. Armstead Construction to perform framing work.",119  N SHIELDS ST,29,&capID1=21RES&capID2=00000&capID3=00034,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RES&capID2=00000&capID3=00034&agencyCode=FTCOLLINS,N,USA,"3,112,091.86",,,,,ST,0,0,,0,,119,SHIELDS,80521,,0,,0,,119 N SHIELDS ST,"1,457,331.10",0,,0,
POINT (-105.055483961503 40.571969114247),"1,036",M,100,A,"1024 S LEMAY AVE, 80524",,50380000,SubAddress,,21RAL,0,736,Building,,B2106271,Commercial General Alteration,Issued Full,"1,024",,S,LEMAY,AVE,,,"Tenant finish of 96,391 sq. ft. of existing basement as apart of phased project associated to SP02310. Work to include fire alarm replacement, mechanical damper modification and rated wall construction. Job contact: TBA. Energy Assessment requirement has been fulfilled.",1024  S LEMAY AVE,21,&capID1=21RAL&capID2=00000&capID3=00736,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RAL&capID2=00000&capID3=00736&agencyCode=FTCOLLINS,S,USA,"3,123,187.64",,,,,AVE,0,0,,0,,1024,LEMAY,80524,,0,3rd flr,0,,1024 S LEMAY AVE,"1,451,409.36",0,,0,
POINT (-105.119092955234 40.582988006654),492,M,100,A,"400 IMPALA CIR, 80521",,491140002,SubAddress,,23RAL,0,411,Building,,B2302439,Residential General Alteration,Applied,400,,,IMPALA,CIR,,,"Interior alterations include replacing kitchen cabinets and appliances, doors, lighting controls and fixtures, outlets,
bathroom vanities and fixtures, furnace and hot water heater, adding new HVAC condenser, and cosmetic upgrades.
Exterior alterations include replacing roof, light fixtures, patio railing, unit address numbers, adding a new house panel. David Hansen 541-292-0509.",400   IMPALA CIR,216,&capID1=23RAL&capID2=00000&capID3=00411,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00411&agencyCode=FTCOLLINS,,USA,"3,105,800.20",,,,,CIR,0,0,,0,,400,IMPALA,80521,,0,1,0,,400 IMPALA CIR,"1,455,547.85",0,,0,
POINT (-105.0230484078 40.500315372656),632,M,100,A,"6214 SAKER CT, 80528",,700237443,SubAddress,,23RAL,0,729,Building,,B2304293,Residential General Alteration,Applied,"6,214",,,SAKER,CT,,,"Installation of a 24 KW generac generator and 200A non service rated, automatic transfer switch. Witll be fueled by natural gas service. Dan Ruiz 970-566-0247",6214   SAKER CT,240,&capID1=23RAL&capID2=00000&capID3=00729,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00729&agencyCode=FTCOLLINS,,USA,"3,132,589.59",,,,,CT,0,0,,0,,6214,SAKER,80528,,0,,0,,6214 SAKER CT,"1,425,501.42",0,,0,
POINT (-105.0684958501 40.543327400492),"1,161",M,100,A,"3300 STANFORD RD, 80525",,342330000,SubAddress,,21RAL,0,1199,Building,,B2109652,Commercial General Alteration,Routed for Review,"3,300",,,STANFORD,RD,,,"Remodel of 3669sf for ""Oakbrook II"". Work to include remodel of 5 dwelling units, to make accessibility improvements,  remodel of the common kitchen areas, laundry room, and bathrooms. Job Contact - Jeremy Turner - 619-846-6406",3300   STANFORD RD,,&capID1=21RAL&capID2=00000&capID3=01199,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=21RAL&capID2=00000&capID3=01199&agencyCode=FTCOLLINS,,USA,"3,119,926.67",,,,,RD,0,0,,0,,3300,STANFORD,80525,,0,,0,,3300 STANFORD RD,"1,441,064.41",0,,0,
POINT (-105.068968563234 40.558113847523),"1,320",M,100,A,"520 COLUMBIA RD, 80525",,324960000,SubAddress,,23RAL,0,320,Building,,B2301710,Residential General Alteration,Issued Full,520,,,COLUMBIA,RD,,,"Residential remodel to include kitchen remodel, upgrade cabinets, appliances, re-locate water heater from crawl space to laundry room in garage. Install a subpanel off of the main electrical panel to accommodate upgrade in kitchen electrical, add new can lights in kitchen, dining, living and hallway. Swap the vanity cabinet and toilet location in bathroom. Install new toilet, sink and shower in bathroom. Job Contact: Jason Norris 406-579-2675",520   COLUMBIA RD,,&capID1=23RAL&capID2=00000&capID3=00320,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00320&agencyCode=FTCOLLINS,,USA,"3,119,769.11",,,,,RD,0,0,,0,,520,COLUMBIA,80525,,0,,0,,520 COLUMBIA RD,"1,446,450.56",0,,0,
POINT (-105.020681359868 40.595424733612),791,M,100,A,"3020 BARNSTORMER ST, 80524",,700400002,SubAddress,,23COM,0,155,Building,EAST RIDGE FOURTH FILING,B2303464,Residential New Single Family Attached,Issued Full,"3,020",,,BARNSTORMER,ST,,,"New 1603 sq ft., 2 story, single family attached residence with 432 sq. ft. attached garage on crawl space foundation. This is one unit in a 6 plex townhouse building. Energy Compliance: Res check. Elco/ Boxelder.150 Amp. Job contact: Adam Hess - 970-658-7965",3020   BARNSTORMER ST,220,&capID1=23COM&capID2=00000&capID3=00155,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23COM&capID2=00000&capID3=00155&agencyCode=FTCOLLINS,,USA,"3,133,113.91",,,,,ST,0,0,,0,,3020,BARNSTORMER,80524,,0,4,0,,3020 BARNSTORMER ST,"1,460,122.14",0,,0,
POINT (-105.048724320346 40.569401411501),158,M,100,A,"1408 LONGS PEAK DR, 80524",,50210000,SubAddress,,22RAL,0,1362,Building,,B2208141,Residential General Alteration,Issued Full,"1,408",,,LONGS PEAK,DR,,,"Residential remodel of 2929 sf to include reconfigure interior walls, electrical wiring/fixtures/plumbing fixtures. Work to include replace all windows, exterior doors, add new door opening and replace gutters and shutters. Job Contact - Gary Pritchard - 970-488-0950",1408   LONGS PEAK DR,,&capID1=22RAL&capID2=00000&capID3=01362,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=01362&agencyCode=FTCOLLINS,,USA,"3,125,373.19",,,,,DR,0,0,,0,,1408,LONGS PEAK,80524,,0,,0,,1408 LONGS PEAK DR,"1,450,590.68",0,,0,
,"2,014",U,0,A,,,,,,17CAP,0,000F9,Building,,SP01980,Stock Plan,Approved,,,,,,,,,,,&capID1=17CAP&capID2=00000&capID3=000F9,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000F9&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.036288501253 40.598091340721),348,M,100,A,"809 EMMERSON BLVD, 80524",,700455153,SubAddress,,23RAL,0,746,Building,,B2304404,Residential General Alteration,Applied,809,,,EMMERSON,BLVD,,,"Installation of roof mounted solar, 10 panels, 4.05kW, no service upgrade. Job contact: Zach Rothenbuehler 970-412-0210",809   EMMERSON BLVD,177,&capID1=23RAL&capID2=00000&capID3=00746,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00746&agencyCode=FTCOLLINS,,USA,"3,128,750.18",,,,,BLVD,0,0,,0,,809,EMMERSON,80524,,0,,0,,809 EMMERSON BLVD,"1,461,055.32",0,,0,
POINT (-105.069928345844 40.607374645878),"1,655",M,100,A,"1550 BLUE SPRUCE DR, 80524",,153760000,SubAddress,,22RAL,0,387,Building,,B2202372,Commercial General Alteration,Re-Issued Full,"1,550",,,BLUE SPRUCE,DR,,,"Renovations to include new interior finishes, exterior siding and windows. Replacement of hot water heater, plumbing fixtures, lighting fixtures and addition of new furnace and air conditioning system. In association with SP02348.",1550   BLUE SPRUCE DR,20,&capID1=22RAL&capID2=00000&capID3=00387,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22RAL&capID2=00000&capID3=00387&agencyCode=FTCOLLINS,,USA,"3,119,038.51",,,,,DR,0,0,,0,,1550,BLUE SPRUCE,80524,,0,A2,0,,1550 BLUE SPRUCE DR,"1,464,462.44",0,,0,
,"2,099",U,0,A,,,,,,17CAP,0,000JA,Building,Sorrel,SP02125,Stock Plan,Approved,,,,,,,,"Sorrel 
BMISC150723",,,&capID1=17CAP&capID2=00000&capID3=000JA,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=17CAP&capID2=00000&capID3=000JA&agencyCode=FTCOLLINS,,,0,,,,,,0,0,,0,,,,,,0,,0,,,0,0,,0,
POINT (-105.076686965943 40.550075350336),440,M,100,A,"2712 S COLLEGE AVE, 80525",,338110000,SubAddress,,23RAL,0,461,Building,,B2302692,Commercial General Alteration,Issued Full,"2,712",,S,COLLEGE,AVE,,,"Commercial Tenant Finish of 1000 sq ft for proposed use - Retail Paint Store (Type B/M) to include updating bathroom fixtures/ finishes, building half wall ofr mixing area, combining (2) existing offices, and updating ADA requirements to comply with current Codes. Reference Demo- B2302019. 
Job Contact: Tyler Texeira (970) 566-1432",2712  S COLLEGE AVE,205,&capID1=23RAL&capID2=00000&capID3=00461,https://accela-aca.fcgov.com/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23RAL&capID2=00000&capID3=00461&agencyCode=FTCOLLINS,S,USA,"3,117,697.64",,,,,AVE,0,0,,0,,2712,COLLEGE,80525,,0,,0,,2712 S COLLEGE AVE,"1,443,486.93",0,,0,
